"type","Country","Region","Location","Name","Latitude","Longitude","year_deployment","year_modification","min_depth_m","depth_m","reef_edge_m","Min_dist_filt_km","min_dist_km","surrounding_seabed","meadows","typo_filt","reef_typology","structure_wreck","Material_simply","Material","Arrangement_modules","origin_reef","total_area_sqm","total_volume_cubm","n_oases","dist_between_oases_m","dimens_oases_sqm","type_structures","n_structures","dim_structures_m","dist_between_structures_m","modules_shape","n_modules","dist_between_modules_m","dimension_leng_width_heigh_m","weight_or_displacement_tons","experimental_professional","scope","exploitation","possible_exploitation","observations","biocenosis","alien_species","Alien species (form)","protected_species","Protected species (form)","protect_area_y_n","Protected area","managment_prog_Y_N","Management_program","Concession_area_Y_N","Surveillance_service_Y_N","Surveillance_service","Monitoring_program_Y_N","Monitoring_program","Available data","Available literature (Scientific or Grey)"
"Natural reef","Croatia","Dubrovnik-Neretva County","Sušac","Bila Ponta",42.759675,16.4927055555556,"No data","No data",50,50,50,0,0,"Detritic","No","High profile reef","High profile reef (the reef protrudes more than 20 meters from the base substratum) ","No data","No data","No data","No data","Geogenic and Biogenic","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Infralitoral algae, Coraligen","No data","No data","No data","No data","Yes","Nature Park Lastovo Islands/Natura 2000 site","Yes","Public institution Nature Park Lastovo Islands","No data","Yes","Public institution Nature Park Lastovo Islands","No","No","No data","Association Sunce field mapping"
"Natural reef","Croatia","Dubrovnik-Neretva County","Lastovo","Hrid Bijelac",42.758325,16.6792972222222,"No data","No data",55,55,55,2.6,2.6,"Detritic","No","Ledges","Ledges (vertical reef face characterized by visible crevices)","No data","No data","No data","No data","Geogenic and Biogenic","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Infralitoral algae, Coraligen","No data","No data","No data","No data","Yes","Nature Park Lastovo Islands/Natura 2000 site","Yes","Public institution Nature Park Lastovo Islands","No data","Yes","Public institution Nature Park Lastovo Islands","No","No","No data","Association Sunce field mapping"
"Natural reef","Croatia","Dubrovnik-Neretva County","Lastovo","Rt Lasice",42.7520888888889,16.733525,"No data","No data",45,45,45,0,0,"Detritic","No","Ledges","Ledges (vertical reef face characterized by visible crevices)","No data","No data","No data","No data","Geogenic and Biogenic","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Infralitoral algae, Coraligen","No data","No data","No data","No data","Yes","Nature Park Lastovo Islands/Natura 2000 site","Yes","Public institution Nature Park Lastovo Islands","No data","Yes","Public institution Nature Park Lastovo Islands","No","No","No data","Association Sunce field mapping"
"Natural reef","Croatia","Dubrovnik-Neretva County","Lastovo","Hrid Crnac",42.7554472222222,16.747325,"No data","No data",45,45,45,1.2,1.2,"Detritic","No","High profile reef","High profile reef (the reef protrudes more than 20 meters from the base substratum) ","No data","No data","No data","No data","Geogenic and Biogenic","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Infralitoral algae, Coraligen","No data","No data","No data","No data","Yes","Nature Park Lastovo Islands/Natura 2000 site","Yes","Public institution Nature Park Lastovo Islands","No data","Yes","Public institution Nature Park Lastovo Islands","No","No","No data","Association Sunce field mapping"
"Natural reef","Croatia","Dubrovnik-Neretva County","Lastovo","Plić pod Mrčaru",42.7802888888889,16.7721833333333,"No data","No data",35,35,35,1.1,1.1,"Detritic","No","High profile reef","High profile reef (the reef protrudes more than 20 meters from the base substratum) ","No data","No data","No data","No data","Biogenic","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Infralitoral algae, Coraligen","No data","No data","No data","No data","Yes","Nature Park Lastovo Islands/Natura 2000 site","Yes","Public institution Nature Park Lastovo Islands","No data","Yes","Public institution Nature Park Lastovo Islands","No","No","No data","Association Sunce field mapping"
"Natural reef","Croatia","Dubrovnik-Neretva County","Lastovo","Tovari",42.7792777777778,16.8257944444444,"No data","No data",40,40,40,0.43,0.43,"Detritic","No","Ledges","Ledges (vertical reef face characterized by visible crevices)","No data","No data","No data","No data","Geogenic and Biogenic","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Infralitoral algae, Coraligen","No data","No data","No data","No data","Yes","Nature Park Lastovo Islands/Natura 2000 site","Yes","Public institution Nature Park Lastovo Islands","No data","Yes","Public institution Nature Park Lastovo Islands","No","No","No data","Association Sunce field mapping"
"Natural reef","Croatia","Dubrovnik-Neretva County","Lastovo","Lukovci",42.7756972222222,16.948425,"No data","No data",45,45,45,0,0,"Detritic","No","High profile reef","High profile reef (the reef protrudes more than 20 meters from the base substratum) ","No data","No data","No data","No data","Geogenic and Biogenic","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Infralitoral algae, Coraligen","No data","No data","No data","No data","Yes","Nature Park Lastovo Islands/Natura 2000 site","Yes","Public institution Nature Park Lastovo Islands","No data","Yes","Public institution Nature Park Lastovo Islands","No","No","No data","Association Sunce field mapping"
"Natural reef","Croatia","Istra","NP Brijuni","Rt Peneda",44.88775,13.7527555555556,"No data","No data",35,35,35,0,0,"Detritic","No","High profile reef","High profile reef (the reef protrudes more than 20 meters from the base substratum) ","No data","No data","No data","No data","Geogenic","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Infralitoral algae","No data","No data","No data","No data","Yes","Protected area","Yes","Public Institution National Park Brijuni","No data","Yes","yes","Yes","yes","No data","Association Sunce field mapping"
"Natural reef","Croatia","Zadar County","Dugi otok","Rt Lopata",44.1235027777778,14.8745555555556,"No data","No data",40,40,40,0,0,"Detritic","No","High profile reef","High profile reef (the reef protrudes more than 20 meters from the base substratum) ","No data","No data","No data","No data","Geogenic and Biogenic","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Infralitoral algae, Coraligen","No data","No data","No data","No data","Yes","Natura 2000 site Protected Landscape Sjeverozapadni dio Dugog otok (only land protected, not sea)","Yes","Public institution Natura Jadera","No data","No data","No data","No data","No data","No data","Association Sunce field mapping"
"Natural reef","Croatia","Šibenik-Knin County","Žut-Sit group","Babuljaš Veliki",43.8741666666667,15.3536111111111,"No data","No data",45,45,25,2.16,2.16,"Detritic","No","High profile reef","High profile reef (the reef protrudes more than 20 meters from the base substratum) ","No data","No data","No data","No data","Geogenic and Biogenic","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Infralitoral algae, Coraligen","No data","No data","No data","No data","Yes","Natura 2000 site SCI, Significant landscape","Yes","Public Institution for the Management of Protected Natural Areas and Other Protected Natural Areas in Šibenik-Knin County","No data","No data","No data","No data","No data","No data","Diving guide for the Šibenik-Knin county"
"Natural reef","Croatia","Šibenik-Knin County","Žut-Sit group","Babuljaš Mali",43.8775,15.3494444444444,"No data","No data",40,40,20,1.6,1.6,"Detritic","Yes","High profile reef","High profile reef (the reef protrudes more than 20 meters from the base substratum) ","No data","No data","No data","No data","Biogenic","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Infralitoral algae, Coraligen","No data","No data","No data","No data","Yes","Natura 2000 site SCI, Significant landscape","Yes","Public Institution for the Management of Protected Natural Areas and Other Protected Natural Areas in Šibenik-Knin County","No data","No data","No data","No data","No data","No data","Diving guide for the Šibenik-Knin county"
"Natural reef","Croatia","Šibenik-Knin County","NP Kornati","Velika Panitula",43.7575,15.3419444444444,"No data","No data",60,60,60,0,0,"Detritic","Yes","High profile reef","High profile reef (the reef protrudes more than 20 meters from the base substratum) ","No data","No data","No data","No data","Biogenic","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Infralitoral algae, Coraligen, Neptune grass","No data","No data","No data","No data","Yes","National Park","Yes","Public Instutution of National Park Kornati","No data","No data","No data","No data","No data","No data","Diving guide for the Šibenik-Knin county"
"Natural reef","Croatia","Zadar","Zaglav","Strmac",43.9008,15.1394,"No data","No data",30,30,24,14.8,14.8,"Rocks","No","Ledges","Ledges (vertical reef face characterized by visible crevices)","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Alcyonium","No data","No data","No data","No data","No data","No data","no","no","No data","No data","No data","No","No","No data","No data"
"Natural reef","Croatia","Zadar","Sali ","Veli Garmenjak",43.8666,15.1827,"No data","No data",55,55,12,13.8,13.8,"No data","No","Ledges","Ledges (vertical reef face characterized by visible crevices)","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Asbestopluma hypogea","No data","No data","No data","No data","No data","No data","no","no","No data","No data","No data","No","No","No data","No data"
"Natural reef","Croatia","Zadar","Sali","Kampanel",43.8625,15.1861,"No data","No data",56,56,30,11,11,"No data","Yes","High profile reef","High profile reef (the reef protrudes more than 20 meters from the base substratum) ","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","Diving/Snorkeling","Diving/Snorkeling","No data","Gorgoniidae","No data","No data","No data","No data","No data","No data","no","no","No data","No data","No data","No","No","No data","No data"
